sys_sch,SystemId,SystemName,SchoolId,SchoolName,Grade14,Achievement14E,Progress14E,Gap14E,Challenge14E,CCRPIScore14E,performance14_1E,performance14_2E,performance14_3E,performance14_4E,performance14_9E,performance14_10E,Achievement13E,Progress13E,Gap13E,Challenge13E,CCRPIScore13E,performance13_1E,performance13_2E,performance13_3E,performance13_4E,Achievement12E,Progress12E,Gap12E,Challenge12E,CCRPIScore12E,performance12_1E,performance12_2E,performance12_3E,performance12_4E,Achievement14H,Progress14H,Gap14H,Challenge14H,CCRPIScore14H,performance14_2H,performance14_3H,performance14_6H,performance14_7H,performance14_11H,performance14_12H,performance14_17H,Achievement13H,Progress13H,Gap13H,Challenge13H,CCRPIScore13H,performance13_2H,performance13_3H,performance13_6H,performance13_7H,Achievement12H,Progress12H,Gap12H,Challenge12H,CCRPIScore12H,performance12_2H,performance12_6H,performance12_7H,Achievement14M,Progress14M,Gap14M,Challenge14M,CCRPIScore14M,performance14_1M,performance14_2M,performance14_3M,performance14_4M,performance14_9M,Achievement13M,Progress13M,Gap13M,Challenge13M,CCRPIScore13M,performance13_1M,performance13_2M,performance13_3M,performance13_4M,Achievement12M,Progress12M,Gap12M,Challenge12M,CCRPIScore12M,performance12_1M,performance12_2M,performance12_3M,performance12_4M,SingleScore14,SingleScore13,SingleScore12,enrollment_count,enroll_percent_asian,enroll_percent_native,enroll_percent_black,enroll_percent_hispanic,enroll_percent_multiracial,enroll_percent_white,enroll_percent_ed,enroll_percent_swd,enroll_percent_lep,Grades,Phone_Number,Street,City,State,Zip_Code,enroll_E_12,enroll_H_12,enroll_M_12,total_enroll12,E_pct_12,M_pct_12,H_pct_12,enroll_E_13,enroll_H_13,enroll_M_13,total_enroll13,E_pct_13,M_pct_13,H_pct_13,enroll_E_14,enroll_H_14,enroll_M_14,total_enroll14,E_pct_14,M_pct_14,H_pct_14,Grade13,Grade12
6364050,636,Columbia County,4050,Evans High School,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.3,16.3,8.7,2.8,76.1,94.8,52,91.4,78.7,70.3,40.3,84.9,48.1,18.3,12.5,3,81.9,96.6,59,93.7,81.5,48.6,18.6,11.3,3.2,81.7,95.9,94.6,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0999984741211,81.9000015258789,81.6999969482422,1843,4,0,19,7,4,65,29,6.90000009536743,1,9-12,(706) 863-1198,4550 Cox Rd,Evans,GA,30809,,1859,,1859,,,1,,1868,,1868,,,1,,1962,,1962,,,1,B,B
6364052,636,Columbia County,4052,North Harlem Elementary School,C,45.8,14.6,8,2,70.4,87.8,96.9,84.3,78.9,58.7,63.5,45.9,18.6,7,3.4,74.9,88.8,95.5,85.9,78.8,43.1,17.8,5,2.5,68.4,90.8,92.7,82.4,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.4000015258789,74.9000015258789,68.4000015258789,563,0,0,21,8,7,64,68,9.39999961853027,2,K-5,(706) 556-5995,525 Fairview Dr,Harlem,GA,30814,595,,,595,1,,,613,,,613,1,,,630,,,630,1,,,C,D
6365050,636,Columbia County,5050,Grovetown Elementary School,D,47,14.3,2,3.9,67.2,89.2,94.4,81.2,76,51.2,69.1,47.6,15.5,4,4.3,71.4,91.4,93.8,83.7,79,49.2,16.1,5,4.4,74.7,93.1,95.5,85.6,83.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.1999969482422,71.4000015258789,74.6999969482422,562,1,0,28,20,8,43,72,8.89999961853027,7,K-5,(706) 863-0800,300 Ford Ave,Grovetown,GA,30813,667,,,667,1,,,640,,,640,1,,,634,,,634,1,,,C,C
6365052,636,Columbia County,5052,South Columbia Elementary School,C,48.5,14.1,4,4.6,71.2,90.3,95.8,84,81.9,57,70.5,50.4,15.6,9,5.1,80.1,90.8,96.4,90.8,84.6,48.9,13.3,8,7,77.2,93.7,97,86.9,86.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.1999969482422,80.0999984741211,77.1999969482422,517,2,1,25,8,5,60,64,9.10000038146973,4,K-5,(706) 863-3220,325 Mccormick Rd,Martinez,GA,30907,547,,,547,1,,,536,,,536,1,,,583,,,583,1,,,B,C
637101,637,Cook County,101,Cook County Middle School,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.8,15.2,10,1.9,73.9,91.1,96.5,85.6,78.2,67,45.3,14,5,2.8,67.1,91.7,94.5,80,73.5,41.2,14.3,8,0.9,64.4,92.3,94.1,81.5,73.9,73.9000015258789,67.0999984741211,64.4000015258789,724,2,0,35,9,3,52,69,10.3999996185303,2,6-8,(229) 549-5999,1601 N Elm St,Sparks,GA,31647,,,820,820,,1,,,,816,816,,1,,,,783,783,,1,,D,D
637104,637,Cook County,104,Cook Elementary School,D,45.3,14.2,2,1,62.5,86.3,91.4,83.5,77.2,57.8,56.8,45,15.3,4,4.9,69.2,88.2,93.1,82,83.4,45.8,15.7,5,5.5,72,90.5,92.9,82.8,83.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5,69.1999969482422,72,704,2,0,33,8,3,54,73,14.3000001907349,5,3-5,(229) 549-6250,1512 N Elm St,Sparks,GA,31647,770,,,770,1,,,772,,,772,1,,,764,,,764,1,,,D,C
637111,637,Cook County,111,Cook High School,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.8,15.3,5,3.1,67.2,91.9,32.4,73.8,67.9,62.2,38.5,82.1,43.5,17.7,11.3,5.2,77.7,91.8,43.6,74,72.3,42.9,16.9,10,4.1,73.9,91.7,67.2,67.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.1999969482422,77.6999969482422,73.9000015258789,917,1,0,34,7,2,55,60,9.89999961853027,2,9-12,(229) 896-2213,9900 Ga Highway 37,Adel,GA,31620,,967,,967,,,1,,981,,981,,,1,,969,,969,,,1,C,C
637196,637,Cook County,196,Cook Primary School,A,55.5,NA,NA,0.5,93,89.4,95,86.4,,,,48.2,,,1,81.3,89.4,98.1,77.8,,54.6,,,0.5,91.5,92.4,95.9,84.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,81.3000030517578,91.5,782,1,0,34,10,2,53,72,11.8999996185303,8,K-2,(229) 549-7713,1531 Patterson St,Adel,GA,31620,842,,,842,1,,,848,,,848,1,,,870,,,870,1,,,B,A
638101,638,Coweta County,101,Arbor Springs Elementary,B,55.7,15.7,11,4.2,86.6,96.7,98.1,95.3,92.9,86,83.8,55.8,17.6,12,4.8,90.2,96.8,96.8,94.1,93.2,53.9,18.6,10,4.4,86.9,96.4,97.3,92.3,91.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.5999984741211,90.1999969482422,86.9000015258789,406,3,0,8,11,4,73,31,5.69999980926514,7,K-5,(770) 463-5903,4840 Highway 29 N,Newnan,GA,30265,443,,,443,1,,,440,,,440,1,,,426,,,426,1,,,A,B
638103,638,Coweta County,103,Willis Road Elementary,B,51,15.2,9,5.5,80.7,95.5,97.9,93.7,91.8,72.5,69.6,51.3,16.1,10,3.6,81,95,98.6,93.9,89.7,49,16,7,4.9,76.9,94.1,97.2,91.9,87.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.6999969482422,81,76.9000015258789,670,2,0,7,11,5,75,39,8.10000038146973,7,K-5,(770) 304-7995,430 Willis Rd,Sharpsburg,GA,30277,769,,,769,1,,,776,,,776,1,,,715,,,715,1,,,B,C
6381050,638,Coweta County,1050,Arnco-Sargent Elementary School,C,48.9,16.6,11,2.8,79.3,89.2,94.6,86.5,83.8,70.5,65.5,45.7,16.1,5,3,69.8,88.1,92.9,85.1,79.2,43.5,15.5,8,2.3,69.3,92.2,92.7,81.1,76.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.3000030517578,69.8000030517578,69.3000030517578,429,1,0,13,10,5,71,69,10.3000001907349,7,K-5,(770) 254-2830,2449 Highway 16 W,Newnan,GA,30263,461,,,461,1,,,429,,,429,1,,,496,,,496,1,,,D,D
6381054,638,Coweta County,1054,Ruth Hill Elementary School,F,41.9,12.7,3,0.5,58.1,82.6,91.5,78.4,72.5,40.7,62.3,44.8,14.8,5,1.3,65.9,86.8,91.9,76.6,78.2,41.7,15.6,4,3.3,64.6,90,92.3,81.3,73.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0999984741211,65.9000015258789,64.5999984741211,441,0,0,47,10,4,38,78,11.3000001907349,7,K-5,(770) 254-2895,57 Sunset Ln,Newnan,GA,30263,490,,,490,1,,,504,,,504,1,,,497,,,497,1,,,D,D
6381056,638,Coweta County,1056,Evans Middle School,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.5,15,6,3.4,72.9,93.7,97.2,91.6,81,77.6,51,17.3,7,6.5,81.8,94.3,95.9,91.1,83.2,50,17.1,6,6.7,79.8,95.2,95.9,90.4,81.9,72.9000015258789,81.8000030517578,79.8000030517578,780,1,0,27,8,3,61,60,10.3000001907349,3,6-8,(770) 254-2780,1 Evans Dr,Newnan,GA,30263,,,850,850,,1,,,,861,861,,1,,,,864,864,,1,,B,C
638106,638,Coweta County,106,Lee Middle School,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.8,16.4,9,3.8,83,96.3,98.4,94,87.4,88.3,53.3,17.6,10,4.3,85.2,96.2,97.9,92.3,86.3,51.9,16.8,11,3.8,83.5,97.2,98,91.4,87.7,83,85.1999969482422,83.5,950,3,0,17,8,4,68,32,8.60000038146973,2,6-8,(770) 251-1547,370 Willis Rd,Sharpsburg,GA,30277,,,994,994,,1,,,,1014,1014,,1,,,,1011,1011,,1,,B,B
638115,638,Coweta County,115,Brooks Elementary,B,56.5,16.6,12,4.7,89.8,96.2,98.7,95.3,93.3,75.7,88.2,56.1,15.4,12,4.5,88,98.4,99.7,96.2,95.3,53.9,15.9,10,4.3,84.1,98.4,99.4,94.9,95.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.8000030517578,88,84.0999984741211,625,1,0,10,4,3,82,24,7.80000019073486,0,K-5,(770) 683-0013,35 Genesee Point,Newnan,GA,30265,666,,,666,1,,,674,,,674,1,,,674,,,674,1,,,B,B
638189,638,Coweta County,189,White Oak Elementary School,C,49.6,15.8,8,3.7,77.1,92.2,98.1,82.9,86.3,72.9,75.3,49.6,15.9,7,2.4,74.9,89.9,96.4,89.3,84.2,48,15.8,5,3.1,71.9,93.2,94.3,87.8,83.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0999984741211,74.9000015258789,71.9000015258789,654,3,0,21,13,4,59,43,8.30000019073486,8,K-5,(770) 254-2860,770 Lora Smith Rd,Newnan,GA,30265,777,,,777,1,,,762,,,762,1,,,716,,,716,1,,,C,C
638191,638,Coweta County,191,Canongate Elementary School,B,56,15.2,10,3.5,84.7,98.9,98.9,96,95,85.2,79.3,56.1,15.9,14,3.9,89.9,97.5,98.9,95.7,94,53.5,17,10,2.4,82.9,95.1,96.5,88.5,91.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.6999969482422,89.9000015258789,82.9000015258789,534,3,1,5,10,4,77,27,6,6,K-5,(770) 463-8010,200 Pete Rd,Sharpsburg,GA,30277,619,,,619,1,,,607,,,607,1,,,591,,,591,1,,,B,B
638192,638,Coweta County,192,Newnan Crossing Elementary School,C,50,15,6,4.2,75.2,95.7,98.5,87.2,85.9,65.8,65.6,51.4,15.8,9,5.5,81.7,96,96,87.3,88.7,49.7,16.2,6,5.2,77.1,94.1,95.4,88.1,85.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.1999969482422,81.6999969482422,77.0999984741211,882,8,1,33,9,7,42,43,11.5,7,K-5,(770) 254-2872,1267 Lower Fayetteville Rd,Newnan,GA,30265,971,,,971,1,,,992,,,992,1,,,997,,,997,1,,,B,C
638195,638,Coweta County,195,Jefferson Parkway Elementary School,C,47.8,13.8,5,6,72.6,91.9,96,85.9,84.3,62.3,58.8,48.1,15.4,7,8.3,78.8,92.7,98,88.3,84.4,45.7,15.3,8,8.1,77.1,94.9,96,90.4,85.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.5999984741211,78.8000030517578,77.0999984741211,471,3,0,36,28,7,26,73,11,17,K-5,(770) 254-2771,154 Millard Farmer Ind Blvd,Newnan,GA,30263,526,,,526,1,,,548,,,548,1,,,554,,,554,1,,,C,C
638196,638,Coweta County,196,Northgate High School,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.3,15.8,10,2.7,78.8,97,55.2,86,81.2,72,64.3,86.2,51.4,18,11.3,2,82.7,97.7,50.6,86.4,84.8,51.4,18.9,12.5,3,85.8,97.1,87.2,87.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.8000030517578,82.6999969482422,85.8000030517578,1773,2,0,12,6,4,76,23,7.69999980926514,0,9-12,(770) 463-5585,3220 Fischer Rd,Newnan,GA,30265,,1858,,1858,,,1,,1849,,1849,,,1,,1865,,1865,,,1,B,B
638199,638,Coweta County,199,Poplar Road Elementary School,C,49.2,16.8,3,3.5,72.5,88.9,93.9,80.5,81.5,65.2,69.8,48.6,16.1,4,3.6,72.3,90.3,96.9,84.4,81.9,45.8,15,10,4.4,75.2,92.4,96.2,85.4,84.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.5,72.3000030517578,75.1999969482422,588,0,1,25,5,3,67,50,10.3999996185303,1,K-5,(770) 254-2740,2925 Poplar Rd,Sharpsburg,GA,30277,695,,,695,1,,,680,,,680,1,,,621,,,621,1,,,C,C
638201,638,Coweta County,201,Welch Elementary School,D,47.6,13,3,1.9,65.5,89.3,93.4,85.8,77,61.9,69.9,45.6,15.4,10,1,72,89.5,93.2,84.2,80.2,46.3,14,6,0.9,67.2,90.9,93,79.8,79.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.5,72,67.1999969482422,799,3,0,35,11,4,46,53,10.3999996185303,8,K-5,(770) 254-2597,240 Mary Freeman Rd,Newnan,GA,30265,931,,,931,1,,,919,,,919,1,,,878,,,878,1,,,C,D
638203,638,Coweta County,203,Glanton Elementary,C,46,15.8,10,5.4,77.2,90.4,95.5,87.2,80.8,60,59.3,46.3,15.1,6,5.6,73,85.6,94.1,83,80.4,44,17,5,5.3,71.3,88.6,93.4,79.5,77.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.1999969482422,73,71.3000030517578,327,0,0,23,6,4,67,71,11.8999996185303,1,K-5,(770) 583-2873,5725 Highway 29,Grantville,GA,30220,390,,,390,1,,,382,,,382,1,,,351,,,351,1,,,C,C
6382050,638,Coweta County,2050,Atkinson Elementary School,B,48.9,18.2,11,7,85.1,90.6,94.3,88.2,83.5,57.7,60.9,44.8,16.1,4,3.2,68.1,84.5,92.3,84.1,76.8,47.5,17.3,4,5.9,74.7,88,92.1,85.9,81.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0999984741211,68.0999984741211,74.6999969482422,462,2,1,29,11,5,53,67,8.69999980926514,7,K-5,(770) 254-2835,14 Nimmons St,Newnan,GA,30263,551,,,551,1,,,586,,,586,1,,,532,,,532,1,,,D,C
6382052,638,Coweta County,2052,Eastside Elementary School,D,45,12.9,4,2.5,64.4,88.8,95.3,83.7,74.4,63.2,62.3,46.7,16,5,2.5,70.2,86.4,93.6,83.6,80.5,47.8,15.1,2,3.8,68.7,90.8,94.5,84.5,80.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.4000015258789,70.1999969482422,68.6999969482422,444,1,1,9,0,5,84,48,11,0,K-5,(770) 599-6621,1225 Eastside School Rd,Senoia,GA,30276,534,,,534,1,,,531,,,531,1,,,486,,,486,1,,,C,D
6382056,638,Coweta County,2056,Northside Elementary School,C,52.3,15.1,8,3.4,78.8,93,98.3,91.3,89,65.1,77.8,54.1,17.7,12,5,88.8,97,98.2,91.1,88.2,49.2,17.3,7,4.1,77.6,94.4,97.8,92.2,85.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.8000030517578,88.8000030517578,77.5999984741211,368,0,1,23,3,2,71,42,11.6999998092651,1,K-5,(770) 254-2890,720 Country Club Rd,Newnan,GA,30263,384,,,384,1,,,399,,,399,1,,,414,,,414,1,,,B,C
638289,638,Coweta County,289,East Coweta Middle School,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.1,17.6,11,5.4,87.1,95,97.7,95.2,89.1,78.8,51.8,17.5,8,5.6,82.9,93.3,96.4,90.7,85,50.8,15.9,8,4.4,79.1,94.1,97.9,88.5,83.3,87.0999984741211,82.9000015258789,79.0999984741211,724,1,0,18,5,3,72,50,12,1,6-8,(770) 599-6607,6291 Highway 16,Senoia,GA,30276,,,798,798,,1,,,,825,825,,1,,,,756,756,,1,,B,C
638295,638,Coweta County,295,Thomas Crossroads Elementary School,B,53.6,14.1,9,3.3,80,94.4,99.5,92.9,91.3,82.5,74.3,54.1,15.7,10,3,82.8,96.3,98.6,94.5,91.3,53.6,15.7,12,3.7,85,96.3,98.6,93.9,91.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,82.8000030517578,85,386,2,2,7,6,4,79,25,9.80000019073486,0,K-5,(770) 254-2751,3530 Highway 34 E,Sharpsburg,GA,30277,417,,,417,1,,,434,,,434,1,,,427,,,427,1,,,B,B
638299,638,Coweta County,299,Madras Middle School,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.3,16.6,11,4.2,88.1,96.8,98.5,94.5,91.6,86,55.1,18,10,4.2,87.3,95.9,98.3,92.6,89.3,54.3,17,10,3.4,84.7,97.4,98.5,92,89.1,88.0999984741211,87.3000030517578,84.6999969482422,1067,2,0,11,6,3,77,31,8.69999980926514,1,6-8,(770) 254-2744,240 Edgeworth Rd,Newnan,GA,30263,,,1119,1119,,1,,,,1134,1134,,1,,,,1141,1141,,1,,B,B
638301,638,Coweta County,301,Smokey Road Middle School,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.7,16.4,9,3.5,77.6,92,96.1,89.9,79.3,79.1,47.9,16.8,7,5.9,77.6,92.6,96.9,88.9,79.8,45.5,16.7,6,5.3,73.5,91.9,95.7,86.8,76.3,77.5999984741211,77.5999984741211,73.5,747,0,0,34,5,4,56,66,15.3000001907349,1,6-8,(770) 254-2840,965 Smokey Rd,Newnan,GA,30263,,,882,882,,1,,,,852,852,,1,,,,821,821,,1,,C,C
6383052,638,Coweta County,3052,Elm Street Elementary School,B,54.3,16.7,12,6.9,89.9,97.4,100,93.8,89.2,78.5,75.4,52.6,17.5,14,6.1,90.2,95.6,98.4,92.9,88.5,45.3,15.6,7,3.1,71,93.3,95.3,88.6,81.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.9000015258789,90.1999969482422,71,456,1,0,30,7,4,57,51,10.6999998092651,2,K-5,(770) 254-2865,46 Elm St,Newnan,GA,30263,514,,,514,1,,,483,,,483,1,,,515,,,515,1,,,A,C
6383054,638,Coweta County,3054,Moreland Elementary School,B,50.3,14.2,9,7.3,80.8,94.8,97.6,96.2,87.7,72.9,65.7,49.6,15.4,12,6.6,83.6,94.1,96.1,93.6,87.6,48.3,16.2,9,4.5,78,94.7,94.7,84.1,85.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.8000030517578,83.5999984741211,78,445,0,0,13,12,4,70,57,10.8000001907349,7,K-5,(770) 254-2875,145 Railroad St,Moreland,GA,30259,485,,,485,1,,,497,,,497,1,,,486,,,486,1,,,B,C
638389,638,Coweta County,389,East Coweta High School,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.3,15.2,7.5,1.6,69.6,95.7,42.1,75.8,72.2,64.7,54.2,78.2,45.4,16.2,5,2.5,69.1,93.4,43.9,73.4,73.5,46.3,17.1,11.3,3.6,78.3,94.1,74.5,71.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.5999984741211,69.0999984741211,78.3000030517578,2855,3,0,23,7,3,64,36,9.60000038146973,2,9-12,(770) 254-2850,400 Highway 154,Sharpsburg,GA,30277,,2869,,2869,,,1,,2974,,2974,,,1,,3009,,3009,,,1,D,C
638395,638,Coweta County,395,Arnall Middle School,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.5,16.9,7,4,81.4,95.2,97.6,92.1,86,82.8,53.8,18.3,8,5.8,85.9,94.8,97.7,91.3,88.1,52.3,18.1,7,4,81.4,96.2,97.8,89.1,85.5,81.4000015258789,85.9000015258789,81.4000015258789,901,4,1,28,9,5,53,46,8.30000019073486,3,6-8,(770) 254-2765,700 Lora Smith Rd,Newnan,GA,30265,,,953,953,,1,,,,949,949,,1,,,,980,980,,1,,B,B
6385054,638,Coweta County,5054,Newnan High School,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.8,15.1,6.3,3.6,70.8,94.4,43.1,77.1,79.3,63.2,48.8,83.8,45,16.4,8.7,4.5,74.6,91.4,43.6,75.6,75.1,45.6,17.2,10,5.4,78.2,90.8,75.4,79.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.8000030517578,74.5999984741211,78.1999969482422,2292,1,0,27,5,2,65,47,11.6000003814697,1,9-12,(770) 254-2880,190 Lagrange St,Newnan,GA,30263,,2436,,2436,,,1,,2411,,2411,,,1,,2440,,2440,,,1,C,C
6385056,638,Coweta County,5056,Western Elementary School,F,43.7,14.5,0,1.4,59.6,86.9,94.4,76.8,77.8,60,67.1,44.6,15.1,3,3.8,66.5,90.9,97.9,80.7,80.6,45,15.8,9,5.4,75.2,93.9,95,83.4,82.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.5999984741211,66.5,75.1999969482422,415,1,0,31,4,6,58,66,10.3999996185303,2,K-5,(770) 254-2790,1730 Welcome Rd,Newnan,GA,30263,435,,,435,1,,,469,,,469,1,,,473,,,473,1,,,D,C
639192,639,Crawford County,192,Crawford County Elementary School,D,42.1,11.7,8,3.5,65.3,89.5,97.6,87.9,76.1,68,52.8,40,12,9,5.3,66.3,86.5,96.2,88.5,75.3,41.9,12.6,3,6.9,64.4,89.2,93.6,83.3,71.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.3000030517578,66.3000030517578,64.4000015258789,827,0,0,20,2,4,74,81,17.8999996185303,0,K-5,(478) 836-3171,191 Lowe Rd,Roberta,GA,31078,925,,,925,1,,,921,,,921,1,,,885,,,885,1,,,D,D
639193,639,Crawford County,193,Crawford County High School,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,12.5,2.5,0,52,83.5,39.1,66.9,60.2,39.6,30.9,56.4,37.9,14.1,8.7,1.4,62.1,81.4,32.4,59,62.5,36.7,15.4,12.5,0.6,65.2,78.7,57.1,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,62.0999984741211,65.1999969482422,511,1,1,24,1,2,70,77,17.3999996185303,0,9-12,(478) 836-3126,400 E Agency St,Roberta,GA,31078,,562,,562,,,1,,563,,563,,,1,,538,,538,,,1,D,D
639202,639,Crawford County,202,Crawford County Middle School,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7,15.9,8,3.2,72.8,91.8,95.6,87.6,74.2,84,45.6,15.7,4,3.6,68.9,93.7,96.2,85.4,71.6,45.4,16.8,14,3.4,79.6,96.8,96.5,92.3,75.4,72.8000030517578,68.9000015258789,79.5999984741211,406,0,2,20,1,3,73,75,17.5,1,6-8,(478) 836-3181,401 Lowe Rd,Roberta,GA,31078,,,459,459,,1,,,,448,448,,1,,,,430,430,,1,,D,C
6401050,640,Crisp County,1050,Blackshear Trail Elementary School,A,54.2,NA,NA,0,90.3,82.6,93,76.5,,,,55,,,0.5,92.2,88.5,94.8,80.2,,58,,,0.5,97.2,94.3,94.3,93.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.3000030517578,92.1999969482422,97.1999969482422,413,0,0,64,9,3,23,98,19.6000003814697,6,K-2,(229) 276-3415,1001 Blackshear Rd,Cordele,GA,31015,456,,,456,1,,,504,,,504,1,,,452,,,452,1,,,A,A
640196,640,Crisp County,196,Crisp County High School,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.1,14.3,6.3,5,65.7,92.4,30.3,72.6,73.8,52.8,39.2,70.5,39.8,15.6,11.3,3.2,69.9,90.7,39.6,76.2,66.9,40.4,14.6,11.3,3,69.3,90.2,72.8,69.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.6999969482422,69.9000015258789,69.3000030517578,1108,1,0,55,3,2,40,98,12,0,9-12,(229) 276-3430,2402 Cougar Aly,Cordele,GA,31015,,1192,,1192,,,1,,1152,,1152,,,1,,1163,,1163,,,1,D,D
640197,640,Crisp County,197,Crisp County Middle School,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.8,15.3,6,7.3,75.4,93.3,96.1,86.8,78.2,75.1,46,16.2,6,3.1,71.3,93.2,96.1,88.5,75.6,43.5,16,7,4.7,71.2,94.5,94.6,84.5,76.4,75.4000015258789,71.3000030517578,71.1999969482422,928,2,0,55,3,2,38,98,10.8000001907349,2,6-8,(229) 276-3460,1116 E 24Th Ave,Cordele,GA,31015,,,992,992,,1,,,,972,972,,1,,,,977,977,,1,,C,C
6402052,640,Crisp County,2052,Southwestern Elementary School,C,45.9,14.1,3,8.5,71.5,90.3,95.4,84.8,75.7,49.7,65.3,46.2,14.4,7,8.5,76.1,94.8,96.7,88.1,83.1,44.1,14.4,5,7.2,70.7,96,95,88.9,79.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.5,76.0999984741211,70.6999969482422,547,2,0,57,3,3,36,98,10.1999998092651,2,3-5,(229) 276-3420,1001 W 24Th Ave,Cordele,GA,31015,586,,,586,1,,,573,,,573,1,,,591,,,591,1,,,C,C
